flight_number,airline_code,origin_airport,destination_airport,scheduled_departure,actual_departure,scheduled_arrival,actual_arrival,delay_minutes,delay_reason,distance,weather_condition,day_of_week,month,is_delayed
F92670,F9,LAX,SFO,2025-12-26 08:19:00,2025-12-26 08:19:00,2025-12-26 09:19:00,2025-12-26 09:16:00,0,,373.5,Fog,4,12,0
AS9461,AS,HAN,MIA,2025-09-11 12:24:00,2025-09-11 12:24:00,2025-09-12 14:59:00,2025-09-12 15:04:00,0,,12844.4,Clear,3,9,0
AA1867,AA,ATL,BOS,2025-01-20 06:07:00,2025-01-20 06:08:00,2025-01-20 08:24:00,2025-01-20 08:27:00,1,,1104.4,Clear,0,1,0
AA8190,AA,BOS,SEA,2025-08-09 08:09:00,2025-08-09 08:09:00,2025-08-09 15:25:00,2025-08-09 15:29:00,0,,3557.0,Cloudy,5,8,0
F96891,F9,DFW,SGN,2025-10-09 18:56:00,2025-10-09 18:56:00,2025-10-11 00:29:00,2025-10-11 00:29:00,0,,14137.1,Clear,3,10,0
B66024,B6,SFO,DFW,2025-09-21 19:39:00,2025-09-21 20:24:00,2025-09-21 23:27:00,2025-09-22 00:14:00,45,Late Aircraft,1778.5,Snow,6,9,1
F96476,F9,SEA,DFW,2025-06-29 21:59:00,2025-06-29 22:16:00,2025-06-30 02:00:00,2025-06-30 02:16:00,17,Late Aircraft,2011.9,Cloudy,6,6,1
AS2227,AS,DAD,MIA,2025-05-04 21:06:00,2025-05-04 21:10:00,2025-05-06 00:22:00,2025-05-06 00:22:00,4,,13023.0,Cloudy,6,5,0
DL4773,DL,BOS,HAN,2025-07-16 16:23:00,2025-07-16 16:34:00,2025-07-17 17:50:00,2025-07-17 18:01:00,11,,12287.3,Clear,2,7,0
WN2303,WN,JFK,LAX,2025-04-03 16:16:00,2025-04-03 17:05:00,2025-04-03 22:43:00,2025-04-03 23:28:00,49,Late Aircraft,3114.0,Fog,3,4,1
AS1551,AS,HAN,DAD,2025-06-09 09:04:00,2025-06-09 09:04:00,2025-06-09 10:04:00,2025-06-09 10:03:00,0,,393.5,Cloudy,0,6,0
VN719,VN,LAX,DFW,2025-10-31 09:26:00,2025-10-31 10:14:00,2025-10-31 12:24:00,2025-10-31 13:14:00,48,Security,1476.1,Cloudy,4,10,1
VN6943,VN,LAX,HAN,2025-05-19 16:30:00,2025-05-19 16:30:00,2025-05-21 00:48:00,2025-05-21 00:48:00,0,,15495.7,Cloudy,0,5,0
WN5675,WN,ATL,BOS,2025-04-07 19:20:00,2025-04-07 19:22:00,2025-04-07 21:38:00,2025-04-07 21:44:00,2,,1104.4,Clear,0,4,0
UA5894,UA,DAD,SFO,2025-03-11 07:14:00,2025-03-11 07:21:00,2025-03-12 16:40:00,2025-03-12 16:46:00,7,,15979.4,Rain,1,3,0
B67490,B6,SEA,SGN,2025-10-04 05:23:00,2025-10-04 05:30:00,2025-10-05 14:50:00,2025-10-05 14:54:00,7,,15999.2,Clear,5,10,0
UA9791,UA,BOS,DAD,2025-12-03 12:57:00,2025-12-03 13:55:00,2025-12-04 15:02:00,2025-12-04 15:58:00,58,Carrier Delay,12498.1,Clear,2,12,1
B64299,B6,DEN,JFK,2025-07-24 14:39:00,2025-07-24 15:16:00,2025-07-24 19:06:00,2025-07-24 19:42:00,37,Weather,2132.5,Rain,3,7,1
NK9148,NK,LAX,ORD,2025-02-01 16:15:00,2025-02-01 16:22:00,2025-02-01 20:37:00,2025-02-01 20:45:00,7,,2176.3,Clear,5,2,0
NK7709,NK,DAD,LAX,2025-09-22 17:46:00,2025-09-22 17:46:00,2025-09-24 02:17:00,2025-09-24 02:13:00,0,,15684.6,Clear,0,9,0
VJ1267,VJ,DEN,JFK,2025-06-25 17:42:00,2025-06-25 19:00:00,2025-06-25 22:14:00,2025-06-25 23:33:00,78,Weather,2132.5,Rain,2,6,1
UA5613,UA,BOS,LAX,2025-10-13 06:56:00,2025-10-13 09:19:00,2025-10-13 13:45:00,2025-10-13 16:05:00,143,Air Traffic Control,3321.7,Cloudy,0,10,1
VN1421,VN,DEN,JFK,2025-05-25 22:59:00,2025-05-25 23:00:00,2025-05-26 03:22:00,2025-05-26 03:21:00,1,,2132.5,Rain,6,5,0
NK3564,NK,JFK,MIA,2025-06-05 09:44:00,2025-06-05 09:44:00,2025-06-05 12:00:00,2025-06-05 11:58:00,0,,1118.5,Cloudy,3,6,0
VJ9144,VJ,SGN,MIA,2025-08-07 23:35:00,2025-08-07 23:35:00,2025-08-09 02:39:00,2025-08-09 02:41:00,0,,12940.1,Clear,3,8,0
UA8882,UA,LAX,DAD,2025-05-12 09:38:00,2025-05-12 09:53:00,2025-05-13 18:10:00,2025-05-13 18:21:00,15,National Aviation System,15684.6,Rain,0,5,1
VJ2702,VJ,BOS,HAN,2025-02-12 20:14:00,2025-02-12 20:31:00,2025-02-13 21:41:00,2025-02-13 21:56:00,17,Weather,12287.3,Fog,2,2,1
AA4499,AA,MIA,JFK,2025-09-18 20:47:00,2025-09-18 21:27:00,2025-09-18 23:07:00,2025-09-18 23:51:00,40,Weather,1118.5,Rain,3,9,1
NK8916,NK,ATL,JFK,2025-01-04 13:49:00,2025-01-04 13:49:00,2025-01-04 15:43:00,2025-01-04 15:38:00,0,,879.4,Clear,5,1,0
UA7770,UA,LAX,HAN,2025-03-31 17:33:00,2025-03-31 17:33:00,2025-04-02 01:40:00,2025-04-02 01:38:00,0,,15495.7,Clear,0,3,0
DL8780,DL,JFK,DEN,2025-09-26 14:08:00,2025-09-26 14:32:00,2025-09-26 18:42:00,2025-09-26 19:07:00,24,Air Traffic Control,2132.5,Snow,4,9,1
VJ4343,VJ,JFK,LAX,2025-07-29 16:05:00,2025-07-29 16:09:00,2025-07-29 22:39:00,2025-07-29 22:39:00,4,,3114.0,Rain,1,7,0
B69262,B6,SEA,JFK,2025-10-17 07:08:00,2025-10-17 09:16:00,2025-10-17 14:04:00,2025-10-17 16:12:00,128,Air Traffic Control,3381.4,Cloudy,4,10,1
NK8531,NK,LAX,BOS,2025-05-26 15:20:00,2025-05-26 15:20:00,2025-05-26 22:11:00,2025-05-26 22:09:00,0,,3321.7,Cloudy,0,5,0
AA231,AA,ATL,DEN,2025-12-31 08:16:00,2025-12-31 08:16:00,2025-12-31 11:09:00,2025-12-31 11:11:00,0,,1461.3,Rain,2,12,0
DL8997,DL,SGN,DAD,2025-02-02 22:07:00,2025-02-02 22:08:00,2025-02-02 23:07:00,2025-02-02 23:13:00,1,,376.0,Fog,6,2,0
VN6340,VN,BOS,ORD,2025-10-20 19:39:00,2025-10-20 19:39:00,2025-10-20 22:08:00,2025-10-20 22:11:00,0,,1166.3,Clear,0,10,0
F93117,F9,SFO,ORD,2025-12-27 16:16:00,2025-12-27 18:13:00,2025-12-27 21:23:00,2025-12-27 23:21:00,117,Late Aircraft,2397.4,Clear,5,12,1
VJ8714,VJ,DEN,HAN,2025-01-18 14:58:00,2025-01-18 15:16:00,2025-01-19 21:17:00,2025-01-19 21:30:00,18,Weather,14580.0,Snow,5,1,1
AA6706,AA,ORD,JFK,2025-06-07 15:12:00,2025-06-07 15:12:00,2025-06-07 17:11:00,2025-06-07 17:16:00,0,,979.2,Clear,5,6,0
B64737,B6,MIA,ATL,2025-01-21 14:57:00,2025-01-21 15:30:00,2025-01-21 16:18:00,2025-01-21 16:51:00,33,Air Traffic Control,612.1,Rain,1,1,1
F98174,F9,HAN,SEA,2025-12-12 08:26:00,2025-12-12 08:44:00,2025-12-13 17:35:00,2025-12-13 17:49:00,18,Weather,15843.7,Fog,4,12,1
NK8362,NK,SEA,SFO,2025-03-31 06:33:00,2025-03-31 06:33:00,2025-03-31 08:07:00,2025-03-31 08:10:00,0,,678.2,Fog,0,3,0
F92767,F9,DAD,SFO,2025-12-08 21:48:00,2025-12-08 21:48:00,2025-12-10 06:59:00,2025-12-10 07:04:00,0,,15979.4,Cloudy,0,12,0
NK7599,NK,DFW,DAD,2025-12-17 22:41:00,2025-12-17 22:41:00,2025-12-19 04:11:00,2025-12-19 04:10:00,0,,14209.2,Clear,2,12,0
AA7874,AA,DEN,SFO,2025-02-27 12:41:00,2025-02-27 12:41:00,2025-02-27 15:21:00,2025-02-27 15:26:00,0,,1231.4,Rain,3,2,0
NK6779,NK,SGN,ORD,2025-07-20 16:48:00,2025-07-20 17:33:00,2025-07-21 20:58:00,2025-07-21 21:47:00,45,Security,13595.6,Rain,6,7,1
VN3698,VN,BOS,MIA,2025-05-05 09:08:00,2025-05-05 09:11:00,2025-05-05 12:00:00,2025-05-05 12:02:00,3,,1310.3,Clear,0,5,0
VN7875,VN,ATL,SFO,2025-08-02 14:38:00,2025-08-02 14:38:00,2025-08-02 20:15:00,2025-08-02 20:19:00,0,,2633.0,Clear,5,8,0
F93851,F9,DEN,ORD,2025-11-10 08:44:00,2025-11-10 08:44:00,2025-11-10 11:13:00,2025-11-10 11:11:00,0,,1166.1,Clear,0,11,0
VN1477,VN,MIA,JFK,2025-09-29 17:13:00,2025-09-29 17:13:00,2025-09-29 19:29:00,2025-09-29 19:29:00,0,,1118.5,Cloudy,0,9,0
WN1344,WN,ORD,BOS,2025-01-13 16:11:00,2025-01-13 17:06:00,2025-01-13 18:39:00,2025-01-13 19:36:00,55,Weather,1166.3,Rain,0,1,1
VJ6860,VJ,SFO,JFK,2025-05-19 06:52:00,2025-05-19 06:55:00,2025-05-19 13:45:00,2025-05-19 13:44:00,3,,3359.9,Cloudy,0,5,0
AS764,AS,DEN,DAD,2025-11-02 14:58:00,2025-11-02 14:58:00,2025-11-03 21:47:00,2025-11-03 21:50:00,0,,14779.9,Cloudy,6,11,0
WN6772,WN,ORD,HAN,2025-08-16 17:44:00,2025-08-16 17:51:00,2025-08-17 21:49:00,2025-08-17 21:55:00,7,,13442.8,Clear,5,8,0
UA1520,UA,DEN,JFK,2025-03-03 15:13:00,2025-03-03 15:15:00,2025-03-03 19:32:00,2025-03-03 19:34:00,2,,2132.5,Cloudy,0,3,0
AA1132,AA,SEA,JFK,2025-12-22 11:27:00,2025-12-22 11:27:00,2025-12-22 18:24:00,2025-12-22 18:26:00,0,,3381.4,Clear,0,12,0
AA3706,AA,JFK,HAN,2025-11-15 18:19:00,2025-11-15 18:23:00,2025-11-16 20:14:00,2025-11-16 20:15:00,4,,12463.6,Clear,5,11,0
B66666,B6,ATL,LAX,2025-02-13 09:39:00,2025-02-13 09:39:00,2025-02-13 14:31:00,2025-02-13 14:35:00,0,,2344.7,Cloudy,3,2,0
VJ5213,VJ,BOS,ATL,2025-08-13 12:37:00,2025-08-13 13:05:00,2025-08-13 15:00:00,2025-08-13 15:23:00,28,Air Traffic Control,1104.4,Snow,2,8,1
VN3373,VN,ORD,DEN,2025-05-16 20:31:00,2025-05-16 20:41:00,2025-05-16 23:01:00,2025-05-16 23:14:00,10,,1166.1,Clear,4,5,0
UA9169,UA,ATL,BOS,2025-07-30 10:42:00,2025-07-30 12:03:00,2025-07-30 12:54:00,2025-07-30 14:10:00,81,Air Traffic Control,1104.4,Snow,2,7,1
NK3033,NK,LAX,SGN,2025-09-18 16:06:00,2025-09-18 16:06:00,2025-09-20 00:45:00,2025-09-20 00:43:00,0,,15610.9,Rain,3,9,0
UA3714,UA,SEA,DAD,2025-05-08 06:17:00,2025-05-08 07:22:00,2025-05-09 15:46:00,2025-05-09 16:50:00,65,Security,16052.0,Rain,3,5,1
AS4715,AS,DFW,SGN,2025-03-30 05:33:00,2025-03-30 05:33:00,2025-03-31 11:00:00,2025-03-31 10:56:00,0,,14137.1,Fog,6,3,0
VJ9579,VJ,JFK,SFO,2025-09-26 10:20:00,2025-09-26 10:21:00,2025-09-26 17:14:00,2025-09-26 17:12:00,1,,3359.9,Clear,4,9,0
AS3523,AS,ORD,HAN,2025-03-05 05:06:00,2025-03-05 05:09:00,2025-03-06 09:00:00,2025-03-06 09:07:00,3,,13442.8,Rain,2,3,0
VN9511,VN,SGN,HAN,2025-03-09 13:34:00,2025-03-09 13:36:00,2025-03-09 15:08:00,2025-03-09 15:13:00,2,,720.1,Fog,6,3,0
UA5998,UA,LAX,SFO,2025-03-20 19:18:00,2025-03-20 19:18:00,2025-03-20 20:18:00,2025-03-20 20:14:00,0,,373.5,Clear,3,3,0
NK2831,NK,SGN,ORD,2025-02-25 22:10:00,2025-02-25 22:12:00,2025-02-27 02:21:00,2025-02-27 02:27:00,2,,13595.6,Clear,1,2,0
B64769,B6,MIA,LAX,2025-01-02 12:13:00,2025-01-02 12:16:00,2025-01-02 17:49:00,2025-01-02 17:47:00,3,,2689.7,Clear,3,1,0
B62423,B6,SEA,ATL,2025-08-21 23:05:00,2025-08-21 23:05:00,2025-08-22 04:46:00,2025-08-22 04:49:00,0,,2782.1,Clear,3,8,0
UA4975,UA,SGN,MIA,2025-07-26 13:35:00,2025-07-26 14:01:00,2025-07-27 16:38:00,2025-07-27 17:00:00,26,Weather,12940.1,Fog,5,7,1
VJ764,VJ,DFW,ATL,2025-03-09 20:03:00,2025-03-09 20:03:00,2025-03-09 21:59:00,2025-03-09 21:59:00,0,,871.8,Cloudy,6,3,0
VN1716,VN,HAN,ATL,2025-01-10 12:29:00,2025-01-10 13:24:00,2025-01-11 15:58:00,2025-01-11 16:50:00,55,Late Aircraft,13154.1,Snow,4,1,1
WN9717,WN,LAX,DFW,2025-05-07 20:30:00,2025-05-07 20:36:00,2025-05-07 23:42:00,2025-05-07 23:48:00,6,,1476.1,Cloudy,2,5,0
B6482,B6,SEA,HAN,2025-09-01 09:36:00,2025-09-01 09:36:00,2025-09-02 18:42:00,2025-09-02 18:42:00,0,,15843.7,Cloudy,0,9,0
AA2741,AA,SEA,HAN,2025-05-03 23:54:00,2025-05-04 00:57:00,2025-05-05 08:52:00,2025-05-05 09:52:00,63,Air Traffic Control,15843.7,Snow,5,5,1
DL1496,DL,SFO,BOS,2025-09-04 14:33:00,2025-09-04 14:47:00,2025-09-04 21:57:00,2025-09-04 22:15:00,14,,3559.6,Rain,3,9,0
UA1654,UA,DFW,HAN,2025-09-09 20:16:00,2025-09-09 20:16:00,2025-09-11 01:30:00,2025-09-11 01:26:00,0,,14019.6,Clear,1,9,0
F93256,F9,MIA,ATL,2025-05-03 15:45:00,2025-05-03 15:47:00,2025-05-03 17:04:00,2025-05-03 17:02:00,2,,612.1,Clear,5,5,0
VN4471,VN,BOS,JFK,2025-03-05 06:06:00,2025-03-05 06:06:00,2025-03-05 07:06:00,2025-03-05 07:06:00,0,,225.0,Fog,2,3,0
DL3132,DL,ORD,SGN,2025-01-01 13:49:00,2025-01-01 14:13:00,2025-01-02 18:15:00,2025-01-02 18:38:00,24,Weather,13595.6,Snow,2,1,1
WN5951,WN,JFK,SGN,2025-06-03 20:46:00,2025-06-03 20:46:00,2025-06-04 22:54:00,2025-06-04 22:54:00,0,,12618.6,Rain,1,6,0
B64478,B6,DAD,JFK,2025-09-06 05:28:00,2025-09-06 05:28:00,2025-09-07 07:50:00,2025-09-07 07:47:00,0,,12670.6,Clear,5,9,0
VN7109,VN,SFO,SGN,2025-04-14 10:41:00,2025-04-14 10:49:00,2025-04-15 19:55:00,2025-04-15 20:08:00,8,,15911.0,Rain,0,4,0
B6344,B6,DFW,ATL,2025-12-22 16:01:00,2025-12-22 16:04:00,2025-12-22 17:50:00,2025-12-22 17:52:00,3,,871.8,Cloudy,0,12,0
AA3231,AA,LAX,DFW,2025-03-01 18:08:00,2025-03-01 18:08:00,2025-03-01 21:15:00,2025-03-01 21:19:00,0,,1476.1,Rain,5,3,0
VN5890,VN,HAN,BOS,2025-05-11 07:25:00,2025-05-11 07:28:00,2025-05-12 08:53:00,2025-05-12 09:01:00,3,,12287.3,Rain,6,5,0
WN9617,WN,ATL,MIA,2025-11-17 18:38:00,2025-11-17 21:14:00,2025-11-17 19:46:00,2025-11-17 22:23:00,156,Carrier Delay,612.1,Clear,0,11,1
VN9595,VN,MIA,SFO,2025-04-30 08:35:00,2025-04-30 08:35:00,2025-04-30 15:02:00,2025-04-30 15:04:00,0,,3016.8,Fog,2,4,0
UA8558,UA,SEA,SGN,2025-05-19 14:32:00,2025-05-19 14:35:00,2025-05-20 23:44:00,2025-05-20 23:45:00,3,,15999.2,Clear,0,5,0
UA7933,UA,MIA,SEA,2025-05-14 13:35:00,2025-05-14 14:14:00,2025-05-14 20:20:00,2025-05-14 21:00:00,39,Security,3261.8,Fog,2,5,1
WN7208,WN,DEN,MIA,2025-01-19 12:05:00,2025-01-19 13:10:00,2025-01-19 16:12:00,2025-01-19 17:21:00,65,Security,1942.3,Snow,6,1,1
NK2834,NK,SGN,BOS,2025-01-26 11:39:00,2025-01-26 11:39:00,2025-01-27 13:35:00,2025-01-27 13:36:00,0,,12450.4,Cloudy,6,1,0
VN7083,VN,LAX,DFW,2025-10-25 14:41:00,2025-10-25 15:00:00,2025-10-25 17:45:00,2025-10-25 17:59:00,19,National Aviation System,1476.1,Fog,5,10,1
AA8584,AA,JFK,SEA,2025-02-01 10:29:00,2025-02-01 10:51:00,2025-02-01 17:40:00,2025-02-01 18:04:00,22,Air Traffic Control,3381.4,Snow,5,2,1
AA9586,AA,LAX,ORD,2025-10-25 07:55:00,2025-10-25 08:00:00,2025-10-25 12:34:00,2025-10-25 12:38:00,5,,2176.3,Rain,5,10,0
F9871,F9,DAD,ATL,2025-12-07 18:39:00,2025-12-07 19:20:00,2025-12-08 22:28:00,2025-12-08 23:06:00,41,National Aviation System,13346.6,Rain,6,12,1
VJ9260,VJ,LAX,MIA,2025-12-02 08:19:00,2025-12-02 08:22:00,2025-12-02 13:53:00,2025-12-02 13:53:00,3,,2689.7,Clear,1,12,0
WN7851,WN,SFO,SEA,2025-03-16 19:18:00,2025-03-16 19:45:00,2025-03-16 20:50:00,2025-03-16 21:12:00,27,Security,678.2,Clear,6,3,1
WN218,WN,DFW,MIA,2025-09-24 18:15:00,2025-09-24 19:27:00,2025-09-24 20:41:00,2025-09-24 21:51:00,72,Late Aircraft,1255.6,Cloudy,2,9,1
UA3295,UA,SFO,LAX,2025-04-14 19:20:00,2025-04-14 19:22:00,2025-04-14 20:20:00,2025-04-14 20:27:00,2,,373.5,Cloudy,0,4,0
VN1682,VN,SFO,SGN,2025-12-24 17:32:00,2025-12-24 18:49:00,2025-12-26 02:37:00,2025-12-26 03:51:00,77,Carrier Delay,15911.0,Snow,2,12,1
AS4603,AS,SGN,DEN,2025-03-26 13:38:00,2025-03-26 13:41:00,2025-03-27 20:11:00,2025-03-27 20:15:00,3,,14718.5,Cloudy,2,3,0
F97744,F9,DAD,SEA,2025-03-12 22:29:00,2025-03-12 23:08:00,2025-03-14 07:48:00,2025-03-14 08:27:00,39,Carrier Delay,16052.0,Cloudy,2,3,1
VN615,VN,JFK,SGN,2025-02-27 14:52:00,2025-02-27 14:52:00,2025-02-28 17:05:00,2025-02-28 17:02:00,0,,12618.6,Cloudy,3,2,0
B62907,B6,HAN,BOS,2025-06-02 09:44:00,2025-06-02 11:02:00,2025-06-03 11:14:00,2025-06-03 12:33:00,78,Late Aircraft,12287.3,Rain,0,6,1
B61931,B6,MIA,SFO,2025-01-14 11:07:00,2025-01-14 11:09:00,2025-01-14 17:33:00,2025-01-14 17:33:00,2,,3016.8,Clear,1,1,0
WN9438,WN,SGN,HAN,2025-11-03 17:39:00,2025-11-03 17:39:00,2025-11-03 19:00:00,2025-11-03 18:57:00,0,,720.1,Cloudy,0,11,0
VJ8867,VJ,DEN,MIA,2025-07-17 16:41:00,2025-07-17 17:03:00,2025-07-17 20:44:00,2025-07-17 21:04:00,22,Carrier Delay,1942.3,Fog,3,7,1
AS4168,AS,DFW,DEN,2025-01-21 23:39:00,2025-01-21 23:39:00,2025-01-22 01:03:00,2025-01-22 00:58:00,0,,712.6,Clear,1,1,0
WN8830,WN,ATL,MIA,2025-06-24 18:07:00,2025-06-24 18:38:00,2025-06-24 19:21:00,2025-06-24 19:54:00,31,Air Traffic Control,612.1,Rain,1,6,1
WN4382,WN,ATL,LAX,2025-06-16 07:28:00,2025-06-16 07:28:00,2025-06-16 12:12:00,2025-06-16 12:08:00,0,,2344.7,Rain,0,6,0
AA2463,AA,JFK,DFW,2025-01-09 21:54:00,2025-01-09 21:54:00,2025-01-10 01:23:00,2025-01-10 01:19:00,0,,1691.6,Clear,3,1,0
VJ6269,VJ,HAN,ORD,2025-11-19 12:35:00,2025-11-19 12:38:00,2025-11-20 16:28:00,2025-11-20 16:29:00,3,,13442.8,Rain,2,11,0
AS4508,AS,HAN,ATL,2025-12-25 23:13:00,2025-12-25 23:19:00,2025-12-27 02:38:00,2025-12-27 02:49:00,6,,13154.1,Clear,3,12,0
UA4329,UA,SEA,MIA,2025-03-21 14:54:00,2025-03-21 14:54:00,2025-03-21 21:32:00,2025-03-21 21:33:00,0,,3261.8,Clear,4,3,0
WN5857,WN,MIA,JFK,2025-10-17 19:56:00,2025-10-17 20:19:00,2025-10-17 22:11:00,2025-10-17 22:39:00,23,Weather,1118.5,Fog,4,10,1
VJ9399,VJ,SGN,DEN,2025-04-22 21:51:00,2025-04-22 21:53:00,2025-04-24 04:23:00,2025-04-24 04:20:00,2,,14718.5,Clear,1,4,0
AA4263,AA,MIA,SFO,2025-07-14 17:38:00,2025-07-14 18:21:00,2025-07-14 23:45:00,2025-07-15 00:24:00,43,Late Aircraft,3016.8,Rain,0,7,1
B69432,B6,LAX,ATL,2025-05-05 23:15:00,2025-05-05 23:15:00,2025-05-06 04:12:00,2025-05-06 04:12:00,0,,2344.7,Clear,0,5,0
DL8447,DL,MIA,JFK,2025-03-07 10:16:00,2025-03-07 10:17:00,2025-03-07 12:29:00,2025-03-07 12:35:00,1,,1118.5,Fog,4,3,0
VN2303,VN,SFO,ATL,2025-03-26 16:20:00,2025-03-26 17:35:00,2025-03-26 21:55:00,2025-03-26 23:12:00,75,Air Traffic Control,2633.0,Fog,2,3,1
WN1768,WN,LAX,ATL,2025-07-28 17:53:00,2025-07-28 17:53:00,2025-07-28 22:40:00,2025-07-28 22:42:00,0,,2344.7,Clear,0,7,0
VJ2654,VJ,MIA,SGN,2025-01-12 06:53:00,2025-01-12 06:54:00,2025-01-13 09:40:00,2025-01-13 09:36:00,1,,12940.1,Clear,6,1,0
WN3299,WN,SGN,DAD,2025-11-02 20:44:00,2025-11-02 20:45:00,2025-11-02 21:44:00,2025-11-02 21:47:00,1,,376.0,Cloudy,6,11,0
F91708,F9,BOS,ORD,2025-07-30 23:16:00,2025-07-30 23:43:00,2025-07-31 01:47:00,2025-07-31 02:15:00,27,Late Aircraft,1166.3,Clear,2,7,1
NK8864,NK,JFK,SGN,2025-06-25 10:16:00,2025-06-25 10:16:00,2025-06-26 12:28:00,2025-06-26 12:30:00,0,,12618.6,Cloudy,2,6,0
VN8087,VN,DFW,MIA,2025-10-27 12:20:00,2025-10-27 12:21:00,2025-10-27 14:52:00,2025-10-27 14:57:00,1,,1255.6,Snow,0,10,0
WN1066,WN,DAD,JFK,2025-05-19 19:18:00,2025-05-19 19:18:00,2025-05-20 21:48:00,2025-05-20 21:53:00,0,,12670.6,Clear,0,5,0
B61571,B6,SGN,LAX,2025-01-16 15:53:00,2025-01-16 17:58:00,2025-01-18 00:15:00,2025-01-18 02:20:00,125,Weather,15610.9,Fog,3,1,1
B69572,B6,LAX,BOS,2025-02-02 21:00:00,2025-02-02 21:00:00,2025-02-03 03:50:00,2025-02-03 03:54:00,0,,3321.7,Cloudy,6,2,0
WN5942,WN,DFW,ATL,2025-11-02 06:26:00,2025-11-02 06:28:00,2025-11-02 08:05:00,2025-11-02 08:06:00,2,,871.8,Clear,6,11,0
WN3346,WN,BOS,JFK,2025-12-18 20:06:00,2025-12-18 21:51:00,2025-12-18 21:06:00,2025-12-18 22:51:00,105,Weather,225.0,Fog,3,12,1
AA5823,AA,LAX,SGN,2025-08-31 09:46:00,2025-08-31 09:48:00,2025-09-01 18:26:00,2025-09-01 18:26:00,2,,15610.9,Rain,6,8,0
NK812,NK,MIA,DFW,2025-10-29 22:42:00,2025-10-29 22:53:00,2025-10-30 01:25:00,2025-10-30 01:33:00,11,,1255.6,Clear,2,10,0
F96051,F9,SEA,BOS,2025-12-23 08:38:00,2025-12-23 08:38:00,2025-12-23 15:54:00,2025-12-23 15:56:00,0,,3557.0,Clear,1,12,0
VN8946,VN,SEA,ATL,2025-05-21 08:32:00,2025-05-21 08:32:00,2025-05-21 14:20:00,2025-05-21 14:16:00,0,,2782.1,Clear,2,5,0
F96480,F9,MIA,DAD,2025-04-23 20:01:00,2025-04-23 20:26:00,2025-04-24 23:16:00,2025-04-24 23:38:00,25,Weather,13023.0,Rain,2,4,1
VJ9903,VJ,SGN,SFO,2025-07-14 09:16:00,2025-07-14 09:24:00,2025-07-15 18:27:00,2025-07-15 18:35:00,8,,15911.0,Rain,0,7,0
WN7536,WN,LAX,DAD,2025-12-14 14:43:00,2025-12-14 14:43:00,2025-12-15 23:30:00,2025-12-15 23:33:00,0,,15684.6,Clear,6,12,0
B65612,B6,DAD,JFK,2025-01-21 16:09:00,2025-01-21 17:16:00,2025-01-22 18:39:00,2025-01-22 19:49:00,67,Security,12670.6,Rain,1,1,1
B62342,B6,HAN,SGN,2025-05-02 14:47:00,2025-05-02 15:25:00,2025-05-02 16:10:00,2025-05-02 16:51:00,38,Late Aircraft,720.1,Clear,4,5,1
VJ1085,VJ,JFK,ORD,2025-09-22 07:00:00,2025-09-22 07:01:00,2025-09-22 09:12:00,2025-09-22 09:10:00,1,,979.2,Clear,0,9,0
AS5657,AS,DAD,SFO,2025-04-25 19:25:00,2025-04-25 19:25:00,2025-04-27 04:48:00,2025-04-27 04:49:00,0,,15979.4,Clear,4,4,0
UA9680,UA,DEN,LAX,2025-07-28 20:22:00,2025-07-28 20:22:00,2025-07-28 22:40:00,2025-07-28 22:39:00,0,,1031.8,Clear,0,7,0
NK5836,NK,HAN,DEN,2025-04-11 15:40:00,2025-04-11 16:04:00,2025-04-12 22:02:00,2025-04-12 22:26:00,24,Weather,14580.0,Fog,4,4,1
B65500,B6,SFO,DFW,2025-10-29 05:39:00,2025-10-29 05:45:00,2025-10-29 09:22:00,2025-10-29 09:25:00,6,,1778.5,Clear,2,10,0
DL5461,DL,SEA,JFK,2025-08-30 21:35:00,2025-08-30 22:51:00,2025-08-31 04:40:00,2025-08-31 05:54:00,76,Carrier Delay,3381.4,Cloudy,5,8,1
NK9392,NK,BOS,MIA,2025-06-06 23:13:00,2025-06-06 23:13:00,2025-06-07 01:54:00,2025-06-07 01:51:00,0,,1310.3,Rain,4,6,0
F93908,F9,JFK,SFO,2025-05-20 16:11:00,2025-05-20 16:12:00,2025-05-20 23:05:00,2025-05-20 23:06:00,1,,3359.9,Clear,1,5,0
VN5494,VN,JFK,SFO,2025-09-25 14:15:00,2025-09-25 14:22:00,2025-09-25 21:08:00,2025-09-25 21:12:00,7,,3359.9,Cloudy,3,9,0
VJ1453,VJ,LAX,SEA,2025-08-15 19:57:00,2025-08-15 19:58:00,2025-08-15 21:48:00,2025-08-15 21:49:00,1,,970.1,Clear,4,8,0
F98201,F9,ORD,DEN,2025-05-07 19:23:00,2025-05-07 19:23:00,2025-05-07 21:57:00,2025-05-07 21:54:00,0,,1166.1,Cloudy,2,5,0
WN6441,WN,MIA,BOS,2025-12-06 20:14:00,2025-12-06 20:14:00,2025-12-06 23:02:00,2025-12-06 23:03:00,0,,1310.3,Cloudy,5,12,0
WN9925,WN,MIA,SGN,2025-07-05 07:07:00,2025-07-05 07:07:00,2025-07-06 10:01:00,2025-07-06 10:00:00,0,,12940.1,Cloudy,5,7,0
WN4301,WN,ATL,DFW,2025-11-09 07:54:00,2025-11-09 07:56:00,2025-11-09 09:52:00,2025-11-09 09:50:00,2,,871.8,Fog,6,11,0
